,text,time,labels
50,租房子的人没责任，消防的没责任，消防自己认定的火灾损失十一万元，消防让第三人赔偿火灾五十万元，你们把钱给分了，就剩下房主自己被烧毁的房子至今无人管！,2023-12-09 13:59,1
54,有什么问题，我们这些普通的法学生无论是当律师还是考公，都是服务业,2023-12-09 13:59,1
60,言简意赅，事实确实如此👍🏻谨慎从文 ,2023-12-09 13:59,1
62,我们觉得这也是不好的，该道歉 ,2023-12-09 13:59,1
65,但是这话同意的不能再同意了,2023-12-09 13:59,1
66,“服务”这个词很难接受吗？本来就是服务的年代，我这辈子最大的遗憾就是不能堂堂正正的为人民服务！！！ ,2023-12-09 13:59,1
72,文科都是服务业，理科都是劳工，工科都是牛马，这个b世界里只有有钱才是硬道理，没钱的你学啥都是为有钱人服务，被压榨剩余价值的 ,2023-12-09 13:59,1
74,张雪峰虽然有些挺有道理的但是有些听听就得了，现在是怎么了,2023-12-09 13:58,1
76,其实也没说错，服务业不丢脸 ,2023-12-09 13:58,1
79,文科的专业确实少 ,2023-12-09 13:58,1
80,其实干啥不是服务业呢？全部都是，只要和人打交道，就得有服务，只是直接和间接的区别我是文科生，我从事服务行业，我很光荣任何学科最终都得工作，别挑三拣四只要做的事情是有意义的就好，别当“社会寄生虫”就好,2023-12-09 13:58,1
81,文科怎么样不知道，反正我是牛马，是劳工，是无产阶级 ,2023-12-09 13:58,1
85,没关系，职业宇宙的尽头是销售员。[月亮代表我的心],2023-12-09 13:58,1
86,医学看上去高大上，其实也是服务业，打工人都是为了生活，谁能高贵到哪去 ,2023-12-09 13:58,1
87,现在文科更好考公上岸，讲文科是服务业是强行制造口水战，工科才是真正的服务业——工人👷才是真正的打工人，正宗的服务实体的服务人员。,2023-12-09 13:58,1
88,这话确实没毛病。 ,2023-12-09 13:58,1
90,实话//:不需要恶意解读……我就是文科，我就是服务业，但我也有自己的乙方。除了资     本     谁不是服务业？谁不是乙方呢？张雪峰讲的实话罢了,2023-12-09 13:58,1
91,什么文科理科的，不都是在给别人服务！只不过服务对象不同罢了,2023-12-09 13:58,1
93,没关系，理科也是服务业。普通人学啥都是牛马。 ,2023-12-09 13:58,1
95,无论何种学科和行业，本质上都是在服务，只是对象不同。 ,2023-12-09 13:57,1
97,文科理科都不容易，各有各的难只能说 ,2023-12-09 13:57,1
98,难道没觉得当你质疑“服务业”的时候，是自己本身就瞧不起这个行业吗？这个行业很伟大.且不可或缺.要想做好也需要很强的能力与付出.有时间天天盯着张雪峰咬.不如好好提升自己. ,2023-12-09 13:57,1
100,什么行业都无所谓,2023-12-09 13:57,1
102,猎头乙方 一边舔甲方一边舔候选人 上班一周打我一年的电话,2023-12-09 13:57,1
103,哦哦知道了已阅 ,2023-12-09 13:57,1
107,学理出来也是牛马,2023-12-09 13:57,1
108,张老师说的真的没毛病 ,2023-12-09 13:57,1
109,我是05年上的大学，那时候文科分数线比理科低，不止一点儿。 ,2023-12-09 13:57,1
110,没毛病 ,2023-12-09 13:57,1
112,已阅读并知晓～ ,2023-12-09 13:56,1
115,别来踩我们文科生了行吗,2023-12-09 13:56,1
117,没错啊，学文的就是这样，各行各业，只要🈶文科的岗，基本行为方式就是舔。舔到最后，🈶的一无所有，有的只手遮天。是不是很戳心事实就是这样！ ,2023-12-09 13:56,1
119,其实没错，实话不是都好听的总要接受 ,2023-12-09 13:56,1
120,本来就是啊（叠甲，本人文科），忠言逆耳，实话哪有好听的。 ,2023-12-09 13:56,1
122,确实不好听，但是，唉😔 ,2023-12-09 13:56,1
125,没毛病，如果我有脑子选择理，我也不会喜欢文，老师又没说错啥，大多数人都是服务业 ,2023-12-09 13:56,1
126,说白了，就是做乙方的，舔归舔，但是赚钱嘛，不寒碜！而且，文科也可以去考公，去政府机构事业单位，也能做甲方啊。但是说白了，政府机构也属于服务业。三大工业，又不能去种地，又不能上流水线，可不就只剩下服务业了 ,2023-12-09 13:56,1
128,我很喜欢张雪峰这个性格，有什么说什么同时也比较客观。那么文科生从业后到底是不是服务业呢，这个还要从文科都专业设置以及就业方向去看。我们知道，相对于理科生，文科生的专业相对较少，大致包括经济学、法学、教育学、文学、哲学、历史学、管理学类专业等这些差不多 我很喜欢张雪峰这个性格，有什么说什么同时也比较客观。那么文科生从业后到底是不是服务业呢，这个还要从文科都专业设置以及就业方向去看。我们知道，相对于理科生，文科生的专业相对较少，大致包括经济学、法学、教育学、文学、哲学、历史学、管理学类专业等这些差不多七大类，当然如果细分那就更多了。那么什么是服务业呢，服务行业是指从事向公众提供各种劳务活动的行业，包括商业、餐饮、旅游、零售、教育、医疗保健等等。根据上面的七大类然后再根据服务行业的特点一一套用，就可以知道自己到底是不是从事的行业是不是具有服务的意思了。比如我是学法学的，现在从事律师行业，从本质上上讲我就是服务当事人的，为他们提供法律服务，这点我就是服务业的一种，没毛病。,2023-12-09 13:56,1
131,谁不是服务业啊 ,2023-12-09 13:56,1
132,人这一辈子就是在创造价值，那个行业最终不是服务业？你又想挣大钱又不想提供自身价值，就赶紧投胎成为富二代， ,2023-12-09 13:55,1
135,其实没啥大毛病 ,2023-12-09 13:55,1
136,不管文科理科，毕业之后不是还是给人家老板打工嘛，有些家长很信服他，天天散布这种信息，为了“让人少走弯路”，事实上哪个专业不都是一开始吃苦的，理科也未必就能过上好日子，现在的就业市场都不景气,2023-12-09 13:55,1
137,说的很对啊,2023-12-09 13:55,1
139,？？？？？？？？？？？哦 关你屁事 ,2023-12-09 13:55,1
141,非得给每味中药都加糖吗？,2023-12-09 13:55,1
142,何止文科啊！现在有几个行业不是服务行业啊！ ,2023-12-09 13:55,1
144,我破防了,2023-12-09 13:55,1
145,雪峰老师每次好像都能说到点子上，也能戳到好多人的痛处啊…… ,2023-12-09 13:55,1
150,文科僧表示，除了少部分大领导，其他人的日常工作不都是在“舔”吗？,2023-12-09 13:54,1
151,难道不是行行服务业吗 ,2023-12-09 13:54,1
153,哈哈哈哈哈哈，说的也没错，其实工科也是服务业，服务各类工程。大家都是相互服务的。 ,2023-12-09 13:54,1
154,如果你是需要冲着找“好工作”选专业的，可以去听张的视频，能收获很多。    但如果你已经有了自己的喜好理想、不完全需要只为了“高工资好就业工作”而选择专业的，可以不用听张的视频，要不然会让你更加迷茫,2023-12-09 13:54,1
156,本来就实话而已 ,2023-12-09 13:54,1
157,你觉得服务业就是舔吗？,2023-12-09 13:54,1
158,现实是残酷的、、话不好听，其实就是这样 ,2023-12-09 13:54,1
159,大家不都在舔吗，除了那些投胎牛逼的现在谁不在舔 ,2023-12-09 13:54,1
161,没啥毛病 ,2023-12-09 13:54,1
163,说得一点也没错，我现在就是服务业，一生要强文科生 ,2023-12-09 13:54,1
165,还好吧 ,2023-12-09 13:54,1
170,张雪峰干的就是服务业，也是各种舔啊 ,2023-12-09 13:54,1
174,事实总是残酷的，良药苦口,2023-12-09 13:53,1
176,是的，是这样的 ,2023-12-09 13:53,1
178,很正确,2023-12-09 13:53,1
179,唉 实话就是不好听,2023-12-09 13:53,1
180,个人观点哈！感觉雪峰老师说的也没毛病，我和我媳妇都是学的理科，我们也是服务业啊！大家上班都是为他人服务的吧！铁子们你们学的是理科还是文科？现在是甲方还是乙方？ ,2023-12-09 13:53,1
185,说的也没错啊,2023-12-09 13:53,1
187,有什么不对吗,2023-12-09 13:53,1
191,谁说不是呢 ,2023-12-09 13:53,1
192,发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！ ,2023-12-09 13:53,1
193,怎么样知道自己的学业成就高低?很多红薯会问到，自己的学业成绩怎么样，能不能考上研究生或者学业顺不顺。今天来教大家一个小方法，判断一下自己在学业生涯中究竟会达到什么样的成就:印星为用神，且透出天干。正印的成就会比较高，偏印次之。一般来说考研、或者是心 怎么样知道自己的学业成就高低?很多红薯会问到，自己的学业成绩怎么样，能不能考上研究生或者学业顺不顺。今天来教大家一个小方法，判断一下自己在学业生涯中究竟会达到什么样的成就:印星为用神，且透出天干。正印的成就会比较高，偏印次之。一般来说考研、或者是心仪的高校都不会有太大的阻碍。如果本身就是己土日元且带有冠带簪缨的话，会有更高的成就。举个例子:丙戌，己亥，己酉，丙寅女孩己酉日，生于丙成年，亥月。己土生于冬天，急需阳光的照耀。土才会有生气。丙火为太阳，也是她的印星，是她的喜用。正印为用，又生于丙寅时，为冠带簪缨这个女孩目前在中考中一路势如破竹，考取名校，并且目前的成绩也很稳定。姐妹们可以套用这个方法，看看自己在学业中是不是有这样的吉运~,2023-12-09 13:53,1
195,理论上，～～。现实中，～～ ,2023-12-09 13:53,1
196,这话说的。那么考公。为人民服务呢？也叫舔？ ,2023-12-09 13:52,1
198,文学研究不算文科？ ,2023-12-09 13:52,1
200,哈哈，我是文科确实是服务业，再说了服务业有啥不好，为人民服务啊！ ,2023-12-09 13:52,1
201,好像也没有什么错,2023-12-09 13:52,1
202,为人民服务嘛 ,2023-12-09 13:52,1
203,文科理科，大家都是为人民服务啦，有什么不对，说挺好咱就是服务业。 ,2023-12-09 13:52,1
207,害 ,2023-12-09 13:52,1
208,张老师说的没什么不对。身处如今的就业环境中，文科生也属实艰难，当然大家都很难，不论文理。服务业里也不只有文科，教师警察医生军人公务员哪个没有在服务。作为除农业工业外的社会第三大产业，服务业是国家社会稳定发展的重要产业。服务业不是低人一等。 ,2023-12-09 13:52,1
209,本文科生觉得好像也没说错哈哈哈哈,2023-12-09 13:52,1
210,又想起我们小学班主任说的话：“你们以后走上社会，百分之八十都要从事服务业，哪怕是一官半职也要为人民服务。”话糙理不糙。 ,2023-12-09 13:52,1
212,文科就一定是服务业吗，别这么封建,2023-12-09 13:52,1
214,是的 ,2023-12-09 13:52,1
215,我觉得说的没错，当乙方嘛。不知道为什么对此有这么大意见，事实就是如此，得讨好别人才有饭吃。 ,2023-12-09 13:51,1
217,其实追根究底，所有行业都是服务业。。。 ,2023-12-09 13:51,1
218,我是文科生，我觉得张雪峰老师说得没错。。。。别问为什么，说多了都是泪,2023-12-09 13:51,1
223,根本没必要道歉。反而是某些有“特权”意识的人，需要反思。服务业怎么了？谁做得不是服务业？官员都应该是“人民的公仆”。 ,2023-12-09 13:51,1
224,很对啊，没说错啊 ,2023-12-09 13:51,1
229,这么说没什么错，只不过是有些人根本听不得实话。实话刺了他的心，TA总认为是说者刺了TA的心。多听听实话，才能更加有效刺激你的真正成长。 ,2023-12-09 13:51,1
230,雇佣关系下，打工可不就是服务业了嘛 ,2023-12-09 13:51,1
232,差不多啊 ,2023-12-09 13:51,1
236,其实大部分都是服务业，你总有自己的“甲方”。以为在甲方就不是服务业了吗？甲方内部的横向协调和纵向的向上管理比在乙方都让人心累的多，要“服务”的对象更多。那些技术人员学的是理科吧，其实也是要服务的，他不做向上管理吗？纯纯搞技术研究不用服务任何人的有多少。换 其实大部分都是服务业，你总有自己的“甲方”。以为在甲方就不是服务业了吗？甲方内部的横向协调和纵向的向上管理比在乙方都让人心累的多，要“服务”的对象更多。那些技术人员学的是理科吧，其实也是要服务的，他不做向上管理吗？纯纯搞技术研究不用服务任何人的有多少。换个好听点的说法，比如需要会情商会沟通的岗位都很适合文科生，也许大家就觉得能接受了。搞政治的还大部分是文科生呢，为人民服务也是服务业啊，反而希望他们不要忘记这个初衷，服务好自己改服务的对象,2023-12-09 13:50,1
237,其实害 说的也没错,2023-12-09 13:50,1
238,实话总是不好听的 ,2023-12-09 13:50,1
239,没毛病啊，而且说的也不是很难听，说白了大部分就业不都是服务业吗，服务对象不一样罢了 ,2023-12-09 13:50,1
240,额说得也没错,2023-12-09 13:50,1
242,没说错，都差不多。。。 ,2023-12-09 13:50,1
245,怎么说呢，张老师是挨过社会的毒打的，说话可能不好听，但全是大实话…… ,2023-12-09 13:50,1
248,说实话让人难受，那就要道歉，所谓良药苦口利于病，忠言逆耳利于行。但是，瞎子复明的第一件事就是扔掉陪伴帮助他多年的拐杖。,2023-12-09 13:50,1
252,关于选专业，找适合自己的方向🙏迷茫困惑研究生应该怎么选专业，根据卦象结合八字解析。☯️：更适合传播学新媒体类的方向发展。反馈：自己也觉得很适合这个专业，且已经报名。在遇到难以抉择的事情，根据卦象提供建议。 ,2023-12-09 13:50,1
254,是这样🙉🙉 ,2023-12-09 13:50,1
256,其实也没什么可道歉的，文理科哪个不是服务业？现如今的社会什么行业不是服务的呢，服务对象不同罢了，甲方乙方颠来倒去不就是互相服务的吗 ,2023-12-09 13:50,1
257,没错啊 ,2023-12-09 13:50,1
258,为啥有些人总喜欢抓人家说话漏洞，说的有啥毛病吗？ ,2023-12-09 13:49,1
259,我文科，就是服务业，他又没说错 ,2023-12-09 13:49,1
262,6说的很有道理,2023-12-09 13:49,1
263,不很正常吗？宇宙的尽头不是公务员（为人民服务）吗？ ,2023-12-09 13:49,1
264,只是说了实话而已，难道不是吗？实话也要被喷吗？ 好好笑,2023-12-09 13:49,1
265,❗什么文科理科不都是为人民服务嘛全员都是服务业💯💯💯💯💯💯 ,2023-12-09 13:49,1
267,真话不让说啊,2023-12-09 13:49,1
268,不用道歉你只是说了实话而已,2023-12-09 13:49,1
270,我看过视频，他说文科都是服务业之后是拿自己举例子，说自己是服务业，干“舔人”的活，要像报文科的学生想清楚 ,2023-12-09 13:49,1
271,说的没错啊 ,2023-12-09 13:49,1
272,真话是真的难听，学的文科知识大多数也没有用武之地。 ,2023-12-09 13:49,1
275,为何会给服务业扣低人一等的帽子，工业农业服务业，服务业占比越高越发达呀，大家不都想从事服务业😒 ,2023-12-09 13:48,1
276,什么意思啊，，文科生招谁惹谁了 ,2023-12-09 13:48,1
278,不是，只是说了实话而已，难道不是吗？实话也要被喷吗？ ,2023-12-09 13:48,1
279,别说文科，理科也有服务业呀，也不说那些服务老板的，举例医生，大多数是理科生，但服务业 ,2023-12-09 13:48,1
280,八字中带官印者，主文科，是属于读书比较死板的那种。官者，管也，被管者读书，被管者读书的是被动读书，所以叫读死书，在八字中也有明显的信息。 ,2023-12-09 13:48,1
281,俺这个破法务可不就上服务领导，下服务项目，中服务同事，我就一三陪啊 ,2023-12-09 13:48,1
284,破防什么，他自己不也是服务业吗？服务业也阻碍不了他吃流量赚钱公务员是不是服务？也还是有很多人去考啊～～ ,2023-12-09 13:48,1
285,说的是事实， 毕竟现在的就业环境而言，小孩子才做选择 ,2023-12-09 13:48,1
286,其实绝大多数人都在服务人的行业同时也被别人服务的 ,2023-12-09 13:48,1
287,是事实,2023-12-09 13:48,1
289,任何人都是服务业，服务的理想化状态是老话说的“人人为我，我为人人。” ,2023-12-09 13:47,1
290,是这样啊，好不容易有个说真话的人，只有文科生才知道有多痛苦。真的是，明明把人逼到绝境了，还要让人笑着去跳河。很烦现在的舆论风气。 ,2023-12-09 13:47,1
291,其实………………………………………………………………………………………………………… ,2023-12-09 13:47,1
292,不是，服务业低人一等吗？一共就三大产业，农业工业服务业，文科生破防个什么劲儿？矫情 ,2023-12-09 13:47,1
294,没毛病啊，都是为人民服务的人。。。。 ,2023-12-09 13:47,1
295,每个学科都是看待这个世界的一种方式，一种视角，互相独立，互相依存，或许也相互矛盾。但是，文科都是服务业肯定是管中窥豹。 ,2023-12-09 13:47,1
296,说的挺正确的,2023-12-09 13:47,1
297,文理都一样，不都是服务业吗 ,2023-12-09 13:47,1
298,本文科生已经静静的死去了,2023-12-09 13:47,1
300,不是，你们怎么都听不了真话,2023-12-09 13:47,1
301,所谓秀才遇到兵，就是这个道理，虽说文理走上社会都是牛马，但你不能否认文科的很多工作是真的闹心，百口莫辩的那种，理科相关工作也有“舔”，但就是舔的角度不一样，正如我之前说的，我的表述就是一项文科工作，说不清所以然，理科大多数情况都是数据，结果，成绩说话 ,2023-12-09 13:46,1
302,实在话 ,2023-12-09 13:46,1
303,哥你快别说了.........我有个朋友汗流浃背了 ,2023-12-09 13:46,1
305,没毛病,2023-12-09 13:46,1
306,每个人都是出来卖的，不过卖的东西不一样罢了。 ,2023-12-09 13:46,1
309,说的没毛病啊，现在干什么工作，不是在服务别人呢？只要不是永远做甲方，就难逃服务别人的命运。唉。 ,2023-12-09 13:46,1
311,985和普通大学的差距到底有多大？张雪峰“舌战群儒”↓↓,2023-12-09 13:46,1
312,不是吧  我还想选文 ,2023-12-09 13:46,1
316,没毛病，也是这个理 ,2023-12-09 13:45,1
318,哈哈真的是呀没必要这么直白吧//:你学的文科还是理科？,2023-12-09 13:45,1
324,不是研究自然科学和技术的，都是服务业，没毛病。当官的都是服务业，不过不一定服务人民，多数服务领导罢了 ,2023-12-09 13:44,1
325,但是不是人人适合理科，只要适合自己就行了！ ,2023-12-09 13:44,1
327,说的没错 ,2023-12-09 13:44,1
328,没说错啊，破防的都是还没毕业的,2023-12-09 13:44,1
329,大实话罢了,2023-12-09 13:44,1
331,本文科生来证明，说的确实对。 ,2023-12-09 13:44,1
333,我是不是又说错话了对不起，对不起，我给大家笑一个！你们觉得哪个笑好看，我以后就怎么笑。你看，我在干嘛，我也在舔。可是我没觉得这有什么所 我是不是又说错话了对不起，对不起，我给大家笑一个！你们觉得哪个笑好看，我以后就怎么笑。你看，我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！---笑死我了。,2023-12-09 13:43,1
334,这都年底了，还是又被架上了呀？！,2023-12-09 13:43,1
335,这说法有点low！那么，你觉得文科理科哪个更难学？,2023-12-09 13:43,1
336,没有错，但话不是这样说的。 ,2023-12-09 13:43,1
339,好听的话谁都会说，忠言逆耳利于行啊,2023-12-09 13:43,1
340,·没毛病啊，谁不是为人民服务呐！ ,2023-12-09 13:43,1
342,没毛病啊，服务业都不错了， 不像我，只能当牛马,2023-12-09 13:43,1
343,张雪峰的这种概括属于一种无意义的概括，就像一切由于生的尽头都是死，因而生命无意义的逻辑一样无趣。文科当然是服务业，当然是“舔”，一切没有直接从事直接生产的都可以是服务业，生产、分配、流通、消费、再生产是市场经济的铁律，所有置身其中的人都无法逃脱。他说的 张雪峰的这种概括属于一种无意义的概括，就像一切由于生的尽头都是死，因而生命无意义的逻辑一样无趣。文科当然是服务业，当然是“舔”，一切没有直接从事直接生产的都可以是服务业，生产、分配、流通、消费、再生产是市场经济的铁律，所有置身其中的人都无法逃脱。他说的是对的，没什么所谓的不好，服务业是经济发展的必然组成部分，“舔”也是一种本事，我只是感慨于张在互联网的造神运动中暴论频出，为了道破本质而道破本质，反而失了初心,2023-12-09 13:43,1
344,有没有一种可能，文科也可以干管理,2023-12-09 13:43,1
348,实话阿 ,2023-12-09 13:43,1
349,你就说乙方是不是服务业吧！ ,2023-12-09 13:43,1
350,他现在越来越口无遮拦了 ,2023-12-09 13:43,1
352,实话而已 ,2023-12-09 13:42,1
353,其实说的没啥问题啊。。 ,2023-12-09 13:42,1
354,啥也不是 ,2023-12-09 13:42,1
356,实话实说罢了 几乎也就是这么个样的,2023-12-09 13:42,1
359,其实…哎 就是这样,2023-12-09 13:42,1
360,是的 没错 甲方爸爸们,2023-12-09 13:42,1
362,话糙理不糙。因为文科现在不需要思辨，思辨不是主流，要听话与服从，而在中国保持人格独立是多么艰难的一件事。将“舔”分拆开来看，文科是培养奴才的吗？ ,2023-12-09 13:42,1
363,很多行业的本质都是服务业啊，又不丢人，自食其力就好 ,2023-12-09 13:41,1
364,其实说的也没错做什么都是在服务别人，但不管是文科还是理科都有服务别人工作，成年人就是当牛做马的有工作就行了还要什么自行车,2023-12-09 13:41,1
365,服务业咋啦,2023-12-09 13:41,1
367,服务业咋啦,2023-12-09 13:41,1
368,出来即失业🥲 ,2023-12-09 13:40,1
370,所有行业本质不都是服务业吗，这有啥可破防的 ,2023-12-09 13:40,1
372,感觉说的也没错，都是为人民服务,2023-12-09 13:40,1
374,没错啊，其实说到底所有行业除了顶尖领导者，其他的不都是服务业吗教师是服务业吧，医生是服务业吧.... ,2023-12-09 13:40,1
375,别只说文科了，哪个不是，除非你什么都不做，只出钱就行了,2023-12-09 13:40,1
376,的确，从业十多年，财会当年是文理兼收，的确是服务业，服务税务局，服务老板…… ,2023-12-09 13:40,1
378,本来就是啊…怎么那么多人破防…真话总有人不乐意听,2023-12-09 13:39,1
379,服务业不是涉及挺多的吗…… ,2023-12-09 13:39,1
380,你这话伤不伤人另说，依据呢？ ,2023-12-09 13:39,1
385,确实是嘛。卑微文科生如是说。 ,2023-12-09 13:39,1
386,服务业不对吗？我觉得说的很对啊,2023-12-09 13:39,1
389,我觉得挺对的,2023-12-09 13:39,1
392,这话说的没错啊，服务业是第三产业，除掉工业和农业其他都是服务业文化产业、旅游产业、公务员、银行等等等等都是服务业服务业又不是服务员，怎么感觉有些人把服务业看得那么低 ,2023-12-09 13:39,1
394,其实也没说错啦 ,2023-12-09 13:39,1
395,我不介意。 ,2023-12-09 13:38,1
396,我同意🙆🏻‍♀️（俺也是文科生） ,2023-12-09 13:38,1
397,张雪峰应该道歉的对象不是文科生，不是服务业人员也不是新闻学专业学生，而是每一个三观还未形成的学生和每一个信任过支持过他的人。这个社会每时每刻都在让我们变得更好，更自信，让我们每个人都能找到属于自己的位置。告诉我们一个家长指着一个环卫工人说对他的孩子说 张雪峰应该道歉的对象不是文科生，不是服务业人员也不是新闻学专业学生，而是每一个三观还未形成的学生和每一个信任过支持过他的人。这个社会每时每刻都在让我们变得更好，更自信，让我们每个人都能找到属于自己的位置。告诉我们一个家长指着一个环卫工人说对他的孩子说“你不好好学习，将来就跟他一样”是错误的行为。告诉我们只要凭借自己的双手去讨生活无论怎样都不丢人。但张雪峰时时刻刻都在提醒我们这个世界是分高低贵贱的，人是分三六九等的，行业是分三教九流的，你遵从几十年前学好数理化，走遍全天下，有钱有权，就是人上人，否则你就是个下等人，还要指着你对他的乌合之众说，你不听我的，将来就像他一样,2023-12-09 13:38,1
401,也没说错，本来就这样 ,2023-12-09 13:38,1
402,事实证明，文科理科都一样，都是服务业，只是服务于不同的甲方。 ,2023-12-09 13:38,1
404,我真的破防了，这种被拆穿的感觉，真的太爽了哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈 ,2023-12-09 13:38,1
406,文科生新闻学专业表示并不介意，服务不服务的，不都是为了赚钱吗,2023-12-09 13:38,1
407,其实一切行业都具有服务性质 ,2023-12-09 13:38,1
410,事实证明，文科理科都一样，都是服务业，只是服务于不同的甲方。 ,2023-12-09 13:37,1
412,对于文科专业的定位和作用，不同人有不同的看法。无论如何，文科专业作为高等教育的重要组成部分，对于培养全面发展的人才和推动社会进步都起到了重要的作用。,2023-12-09 13:37,1
413,作为文科生，我赞同 ,2023-12-09 13:37,1
415,说得没错，服务产生消费，舔就是刺激，文科生艺术生能做得行业本质上就是刺激消费的，凭专业舔也是刺激，凭你的性格舔也是刺激， ,2023-12-09 13:37,1
417,说白了所有工作不都是服务人的 ,2023-12-09 13:37,1
419,作为文科生，我赞同 ,2023-12-09 13:36,1
421,人文社科不服务于人 是服务什么。 ,2023-12-09 13:36,1
422,说的就是实话啊 ,2023-12-09 13:36,1
423,说的好像工科不是服务业一样，你看对甲方爸爸，哪个敢不舔的？除非做到垄断，除了我你没别的选，不然都是要舔的。 ,2023-12-09 13:36,1
425,感觉说的没错啊 ,2023-12-09 13:36,1
426,张雪峰回应文科都是服务业总结就是舔！说的却是有些难听，但本质上并没有说错，其实不止是服务业，很多行业不都差不多吗？,2023-12-09 13:35,1
427,说的是事实，毕竟现在的就业环境而言，小孩子才做选择，成年人都是做牛做马,2023-12-09 13:35,1
429,是啊，师范就是服务业啊，不管直面与否，不可否认，老师就是在服务学生服务家长服务领导罢了,2023-12-09 13:35,1
